Control ,Demography/Community,Demography/Respondent-Sex,Demography/Respondent-age,Demography/Status,Demography/highest_education,HH-Composition/hhsize,HH-Composition/no_male,HH-Composition/no_female,HH-Composition/no-infants,HH-Composition/children-under6-months,HH-Composition/children-6-23months,HH-Composition/children-24-59months,HH-Composition/First-child-age,AGE of CHILD,HH-Composition/First-child-MUAC,MUAC,HH-Composition/orphan,HH-Composition/no-elderly-people1,HH-Composition/lactating_women,HH-Composition/0-lactating_women,HH-Composition/pregnant_woman,HH-Composition/chronicall-ill,HH-Composition/no-chronicall-ill-person,HH-Composition/disability,HH-Composition/physically_challenge,HH-Composition/no-physically_challenged,HH-Composition/woman,HH-Composition/reproductive_woman,FCS Categories,hhs/Calculated_HHS,RCSI/RCSI
1,Kachala-Burari-Kura,Male,55,idp,No-Formal education,6,3,3,2,0,1,1,23,6-23,14.6,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,17
0,Damboa-Central,Male,40,returnee,Senior-Secondary,7,4,3,3,1,1,1,6,0-6,12.6,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,13
0,Kachala-Burari-Kura,Male,45,idp,No-Formal education,9,4,5,3,0,1,2,9,6-23,13.5,>12.5,0,0,1,1,0,1,1,0,0,0,1,1,Borderline,Little to no hunger,25
1,Kachala-Burari-Gana,Male,50,idp,No-Formal education,13,6,7,3,1,1,1,24,24-59,14.3,>12.5,1,0,1,1,0,0,0,0,0,0,0,0,Poor,Moderate Hunger,26
1,Shuwari,Male,71,idp,No-Formal education,11,5,6,6,0,1,5,24,24-59,16.6,>12.5,0,0,0,0,0,1,1,0,0,0,1,0,Acceptable,Little to no hunger,0
0,Kachala-Burari-Gana,Male,26,idp,Senior-Secondary,4,2,2,0,0,0,0,0,0-6,0,<11.5,1,2,0,0,1,0,0,0,0,0,0,0,Acceptable,Moderate Hunger,4
1,Kachala-Burari-Gana,Male,28,idp,Senior-Secondary,5,3,2,1,0,1,0,45,24-59,13.4,>12.5,0,1,0,0,0,0,0,0,0,0,0,0,Borderline,Moderate Hunger,11
1,Shuwari,Female,35,idp,No-Formal education,9,5,4,2,0,1,1,7,6-23,13,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,15
0,Kachala-Burari-Kura,Male,75,idp,No-Formal education,6,4,2,2,0,1,1,23,6-23,14.6,>12.5,1,1,0,0,1,1,1,0,0,0,1,1,Poor,Moderate Hunger,16
1,Shuwari,Male,45,idp,No-Formal education,7,5,2,3,0,1,2,24,24-59,15.6,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,19
0,Kachala-Burari-Kura,Male,30,returnee,No-Formal education,3,2,1,1,0,0,1,24,24-59,13.6,>12.5,1,1,0,0,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,22
0,Damboa-Central,Male,37,returnee,Higher-Education,8,4,4,2,0,1,1,23,6-23,12.6,>12.5,0,1,0,0,1,1,1,1,1,0,1,1,Borderline,Moderate Hunger,13
1,Damboa-Central,Female,34,idp,Higher-Education,5,2,3,3,1,1,1,8,6-23,12.5,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Severe Hunger,28
1,Kachala-Burari-Kura,Male,45,idp,No-Formal education,3,2,1,1,0,0,1,23,6-23,12.5,11.5-12.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,16
1,Kachala-Burari-Gana,Male,50,returnee,No-Formal education,13,6,7,2,0,0,2,24,24-59,13.1,>12.5,0,0,0,0,1,1,1,0,0,0,1,1,Poor,Moderate Hunger,15
1,Damboa-Central,Female,35,returnee,No-Formal education,4,1,3,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,29
0,Damboa-Central,Male,52,host,Primary,17,9,8,7,2,0,5,6,0-6,13.2,>12.5,0,0,1,1,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,13
1,Kachala-Burari-Kura,Male,40,returnee,No-Formal education,12,6,6,2,0,1,1,7,6-23,12,11.5-12.5,1,0,1,2,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,17
0,Kachala-Burari-Kura,Female,30,idp,No-Formal education,11,4,7,4,0,2,2,14,6-23,12.5,11.5-12.5,0,0,1,2,0,1,1,0,0,0,1,1,Borderline,Moderate Hunger,20
0,Aburi,Female,50,idp,No-Formal education,10,3,7,3,1,1,1,6,0-6,12.5,11.5-12.5,1,1,0,0,0,1,1,1,1,0,1,1,Poor,Moderate Hunger,19
0,Aburi,Female,27,returnee,Senior-Secondary,5,2,3,5,1,2,2,6,0-6,12.5,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,16
0,Aburi,Male,50,idp,No-Formal education,3,1,2,0,0,0,0,0,0-6,0,<11.5,0,2,0,0,0,1,1,1,1,0,0,0,Poor,Moderate Hunger,16
1,Alkaleri,Male,36,host,Higher-Education,5,2,3,3,0,1,2,24,24-59,14,>12.5,0,0,0,0,1,1,1,0,0,0,0,0,Borderline,Little to no hunger,25
0,Alkaleri,Male,38,idp,No-Formal education,11,9,2,3,1,1,1,8,6-23,15,>12.5,1,1,1,1,0,0,0,1,1,0,1,1,Acceptable,Little to no hunger,24
0,Alkaleri,Male,35,idp,No-Formal education,11,6,5,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,1,0,0,0,0,0,0,0,Acceptable,Little to no hunger,25
0,Alkaleri,Male,50,idp,No-Formal education,7,3,4,3,0,1,2,14,6-23,12,11.5-12.5,0,1,1,1,0,0,0,3,1,0,0,0,Borderline,Little to no hunger,18
1,Alkaleri,Female,45,returnee,No-Formal education,4,2,2,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,1,1,0,1,1,Acceptable,Little to no hunger,18
0,Alkaleri,Male,60,idp,Senior-Secondary,11,6,5,3,1,1,1,48,24-59,15,>12.5,1,1,1,1,1,0,0,1,1,0,1,1,Borderline,Little to no hunger,10
0,Alkaleri,Female,50,idp,No-Formal education,4,2,2,2,0,1,1,36,24-59,14,>12.5,0,1,0,0,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,17
0,Alkaleri,Male,40,idp,Higher-Education,15,8,7,3,1,1,1,48,24-59,17,>12.5,1,1,1,1,0,1,1,0,0,0,1,1,Acceptable,Little to no hunger,15
0,Alkaleri,Male,30,returnee,No-Formal education,3,2,1,1,0,0,1,48,24-59,16,>12.5,0,0,0,0,1,0,0,1,1,0,0,0,Borderline,Little to no hunger,18
0,Alkaleri,Male,43,returnee,No-Formal education,12,6,6,4,1,1,2,8,6-23,15,>12.5,0,1,1,1,1,0,0,1,2,2,0,0,Borderline,Little to no hunger,17
0,Aburi,Male,40,idp,No-Formal education,2,1,1,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,1,1,1,1,1,0,1,1,Borderline,Moderate Hunger,18
1,Wuyaram,Male,50,returnee,No-Formal education,8,5,3,2,1,1,0,16,6-23,12.1,11.5-12.5,0,0,1,1,1,0,0,1,1,0,1,1,Acceptable,Moderate Hunger,25
0,Aburi,Female,40,idp,No-Formal education,7,3,4,2,1,1,0,8,6-23,12.6,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,16
1,Wuyaram,Female,25,returnee,No-Formal education,3,2,1,1,0,1,0,9,6-23,16,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,0
0,Wuyaram,Male,40,idp,No-Formal education,12,3,9,4,1,2,1,6,0-6,15.1,>12.5,0,0,0,0,1,0,0,1,1,0,0,0,Borderline,Moderate Hunger,31
0,Wuyaram,Male,45,idp,No-Formal education,10,3,7,2,0,2,0,12,6-23,13.1,>12.5,1,0,1,1,1,0,0,0,0,0,0,0,Poor,Little to no hunger,22
1,Wuyaram,Male,50,idp,No-Formal education,7,3,4,2,0,1,1,6,0-6,13.1,>12.5,0,0,1,1,0,0,0,0,0,0,0,0,Acceptable,Moderate Hunger,10
0,Wuyaram,Male,50,returnee,No-Formal education,7,3,4,3,2,1,0,24,24-59,12.6,>12.5,1,1,0,0,0,1,1,0,0,0,1,0,Poor,Moderate Hunger,15
0,Wuyaram,Male,40,idp,No-Formal education,12,5,7,3,2,1,0,6,0-6,12.6,>12.5,1,1,1,2,0,0,0,1,1,0,1,1,Acceptable,Little to no hunger,12
1,Aburi,Male,60,idp,No-Formal education,6,1,5,0,0,0,0,0,0-6,0,<11.5,0,2,0,0,0,1,1,1,1,0,0,0,Borderline,Little to no hunger,16
1,Wuyaram,Female,55,returnee,No-Formal education,9,3,6,4,0,3,1,24,24-59,13,>12.5,0,1,0,0,0,0,0,0,0,0,1,0,Borderline,Moderate Hunger,19
1,Aburi,Male,30,idp,Junior-Secondary,3,2,1,1,0,1,0,15,6-23,13.5,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,12
0,Alkaleri,Male,60,returnee,Senior-Secondary,8,6,2,3,0,1,2,59,24-59,15,>12.5,0,0,1,1,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,13
0,Alkaleri,Female,35,returnee,Junior-Secondary,7,3,4,2,0,0,2,36,24-59,15,>12.5,0,0,0,0,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,15
1,Shuwari,Male,40,idp,No-Formal education,9,7,2,2,0,1,1,12,6-23,14,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,12
1,Shuwari,Male,40,idp,No-Formal education,4,2,2,0,0,0,0,0,0-6,0,<11.5,0,2,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,12
0,Aburi,Male,30,idp,No-Formal education,2,1,1,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,1,1,1,1,1,0,1,1,Poor,Moderate Hunger,13
0,Abatchari,Male,60,idp,No-Formal education,5,3,2,1,0,0,1,36,24-59,17,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,5
1,Shuwari,Male,40,idp,No-Formal education,7,2,5,3,1,1,1,6,0-6,13,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,17
1,Alkaleri,Female,50,idp,No-Formal education,3,1,2,1,0,0,1,48,24-59,17,>12.5,0,1,0,0,0,0,0,0,0,0,0,0,Borderline,Little to no hunger,15
1,Abatchari,Female,35,idp,No-Formal education,7,4,3,3,1,0,2,24,24-59,14,>12.5,0,0,0,0,1,0,0,0,0,0,0,0,Borderline,Moderate Hunger,7
1,Shuwari,Male,30,host,No-Formal education,3,2,1,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,20
1,Shuwari,Male,33,idp,No-Formal education,6,4,2,1,0,0,1,24,24-59,15,>12.5,0,0,0,0,1,1,1,0,0,0,1,1,Poor,Moderate Hunger,13
1,Alkaleri,Female,30,idp,No-Formal education,9,4,5,3,1,1,1,24,24-59,14,>12.5,1,0,1,1,0,1,0,0,0,0,0,0,Borderline,Little to no hunger,15
0,Shuwari,Male,32,idp,No-Formal education,11,6,5,4,1,1,2,24,24-59,13,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,18
0,Shuwari,Male,52,returnee,No-Formal education,26,10,16,4,1,2,1,8,6-23,12.5,11.5-12.5,0,1,1,1,1,1,1,2,1,0,1,1,Poor,Moderate Hunger,13
1,Shuwari,Female,30,returnee,Primary,5,1,4,0,0,0,0,0,0-6,0,<11.5,1,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,21
1,Shuwari,Male,42,returnee,Senior-Secondary,4,2,2,2,1,0,1,23,6-23,13,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,18
1,Shuwari,Female,30,returnee,No-Formal education,7,3,4,1,0,1,0,23,6-23,13,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,24
1,Abatchari,Female,50,idp,No-Formal education,5,3,2,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,0,0,0,0,0,1,0,Borderline,Little to no hunger,8
0,Kachala-Burari-Kura,Male,40,returnee,No-Formal education,7,4,3,2,0,1,1,18,6-23,13,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,16
0,Kachala-Burari-Kura,Male,24,idp,Primary,2,1,1,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,20
0,Kachala-Burari-Kura,Male,45,returnee,Primary,3,2,1,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,9
1,Kachala-Burari-Gana,Male,36,idp,No-Formal education,7,3,4,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,17
0,Abatchari,Male,40,idp,Primary,10,4,6,1,0,1,0,15,6-23,12.5,11.5-12.5,0,1,1,1,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,5
0,Alkaleri,Male,30,idp,Junior-Secondary,5,3,2,3,1,1,1,6,0-6,14,>12.5,0,0,1,1,0,1,1,1,1,0,0,0,Borderline,Little to no hunger,15
0,Abatchari,Male,45,idp,Junior-Secondary,8,5,3,2,1,0,1,6,0-6,12,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,8
1,Abatchari,Male,50,returnee,No-Formal education,12,4,8,3,1,1,1,6,0-6,14.3,>12.5,0,1,1,1,1,0,0,0,0,0,1,1,Acceptable,Little to no hunger,4
1,Abatchari,Male,40,returnee,No-Formal education,7,3,4,2,1,0,1,6,0-6,12.4,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,7
1,Kachala-Burari-Kura,Male,45,idp,No-Formal education,4,2,2,3,1,1,1,23,6-23,13.5,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,14
0,Kachala-Burari-Kura,Male,40,returnee,Primary,5,3,2,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,2,2,2,1,1,Poor,Moderate Hunger,14
0,Kachala-Burari-Kura,Male,30,idp,No-Formal education,6,2,4,2,0,1,1,18,6-23,15,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,16
1,Wuyaram,Female,40,idp,No-Formal education,9,5,4,5,1,3,1,6,0-6,12.6,>12.5,1,1,1,1,0,1,1,1,1,0,1,1,Acceptable,Moderate Hunger,16
1,Shuwari,Female,30,host,No-Formal education,5,2,3,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,15
1,Shuwari,Female,40,host,No-Formal education,6,4,2,2,1,0,1,27,24-59,15,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,9
1,Abatchari,Male,40,idp,No-Formal education,10,4,6,4,1,1,2,6,0-6,14.1,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,9
0,Abatchari,Male,56,returnee,Primary,17,8,9,3,0,1,2,23,6-23,16.3,>12.5,1,1,0,0,1,0,0,1,1,0,1,1,Borderline,Moderate Hunger,10
0,Kachala-Burari-Kura,Male,40,returnee,No-Formal education,6,2,4,2,1,0,1,36,24-59,14,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,21
1,Shuwari,Female,40,idp,No-Formal education,3,2,1,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,2,2,2,1,1,Poor,Moderate Hunger,27
1,Kachala-Burari-Kura,Female,60,returnee,No-Formal education,5,2,3,1,1,0,0,0,0-6,0,<11.5,1,1,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,17
1,Kachala-Burari-Kura,Male,35,returnee,No-Formal education,4,2,2,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,17
1,Kachala-Burari-Kura,Female,35,idp,Senior-Secondary,5,4,1,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,21
1,Shuwari,Male,34,returnee,No-Formal education,6,4,2,1,0,0,1,59,24-59,13,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Severe Hunger,20
0,Shuwari,Female,35,returnee,Senior-Secondary,10,1,9,3,1,1,1,7,6-23,12,11.5-12.5,0,0,1,1,0,1,1,0,0,0,1,1,Poor,Moderate Hunger,19
1,Shuwari,Male,65,returnee,No-Formal education,10,4,6,3,1,1,1,24,24-59,12.5,11.5-12.5,1,1,1,1,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,24
1,Kachala-Burari-Gana,Male,37,idp,Senior-Secondary,4,1,3,2,0,0,2,24,24-59,14.5,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,8
0,Shuwari,Male,30,idp,Senior-Secondary,4,3,1,1,0,0,1,25,24-59,15,>12.5,0,0,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,21
1,Shuwari,Female,40,returnee,No-Formal education,7,4,3,2,0,1,1,17,6-23,12,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,15
0,Kachala-Burari-Kura,Male,30,idp,No-Formal education,4,2,2,1,1,0,0,0,0-6,0,<11.5,0,0,1,1,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,15
1,Abatchari,Male,45,idp,No-Formal education,5,3,2,2,1,0,1,6,0-6,13.3,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,9
1,Kachala-Burari-Kura,Female,48,idp,No-Formal education,4,2,2,2,1,0,1,14,6-23,13.6,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,22
0,Kachala-Burari-Kura,Male,40,returnee,No-Formal education,3,2,1,1,0,1,0,23,6-23,14.7,>12.5,0,1,0,0,0,1,1,1,1,0,1,1,Poor,Moderate Hunger,26
1,Kachala-Burari-Kura,Female,30,idp,Primary,7,3,4,2,0,1,1,16,6-23,12.6,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,19
1,Shuwari,Male,50,idp,Primary,14,6,8,2,0,0,2,23,6-23,15,>12.5,0,1,0,0,0,1,1,0,0,0,1,1,Poor,Little to no hunger,11
0,Shuwari,Male,49,returnee,Primary,10,7,3,2,1,1,0,9,6-23,12.2,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,12
0,Abatchari,Male,40,idp,No-Formal education,7,4,3,2,0,1,1,24,24-59,16.2,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,7
0,Damboa-Central,Male,40,returnee,No-Formal education,5,3,2,3,1,1,1,14,6-23,12.5,11.5-12.5,0,0,1,1,0,0,0,1,1,0,1,1,Borderline,Severe Hunger,24
0,Damboa-Central,Male,40,returnee,No-Formal education,8,3,5,3,1,1,1,6,0-6,12.5,11.5-12.5,0,0,1,1,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,16
0,Damboa-Central,Male,47,idp,No-Formal education,8,3,5,3,1,1,1,6,0-6,12.5,11.5-12.5,0,1,1,1,0,0,0,1,1,0,1,1,Poor,Severe Hunger,25
1,Damboa-Central,Male,31,idp,No-Formal education,6,3,3,3,0,1,2,12,6-23,12.3,11.5-12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,10
0,Abatchari,Male,65,idp,No-Formal education,14,6,8,3,1,1,1,6,0-6,14.2,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,6
1,Damboa-Central,Male,46,returnee,No-Formal education,4,1,3,2,0,1,1,16,6-23,12.5,11.5-12.5,0,2,0,0,0,0,0,1,2,2,1,1,Poor,Moderate Hunger,24
0,Damboa-Central,Male,60,idp,No-Formal education,11,7,4,4,1,0,3,7,6-23,12.8,>12.5,1,2,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,19
0,Damboa-Central,Male,36,returnee,No-Formal education,7,4,3,2,1,0,1,6,0-6,12.9,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,16
0,Abatchari,Male,45,idp,No-Formal education,9,4,5,2,1,0,1,6,0-6,12.5,11.5-12.5,0,0,1,1,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,8
1,Damboa-Central,Female,30,idp,No-Formal education,6,2,4,2,1,0,1,24,24-59,16.3,>12.5,0,1,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,5
1,Damboa-Central,Male,35,host,No-Formal education,6,2,4,3,1,0,2,8,6-23,12.6,>12.5,1,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,16
0,Damboa-Central,Male,40,idp,No-Formal education,5,1,4,2,1,0,1,6,0-6,12.5,11.5-12.5,1,0,1,1,0,1,1,1,1,0,1,1,Acceptable,Moderate Hunger,14
0,Damboa-Central,Male,45,idp,No-Formal education,6,3,3,0,0,0,0,0,0-6,0,<11.5,1,1,0,0,1,0,0,1,1,0,1,1,Borderline,Severe Hunger,26
1,Shuwari,Male,35,idp,Primary,7,4,3,2,0,1,1,18,6-23,12,11.5-12.5,0,1,0,0,1,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,20
1,Damboa-Central,Male,40,host,No-Formal education,7,3,4,3,1,1,1,7,6-23,12.5,11.5-12.5,0,1,1,1,0,0,0,1,1,0,1,1,Borderline,Moderate Hunger,23
1,Damboa-Central,Male,60,returnee,No-Formal education,15,10,5,3,1,1,1,6,0-6,12.6,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,12
1,Damboa-Central,Male,20,idp,Senior-Secondary,10,3,7,2,1,0,1,6,0-6,13.5,>12.5,1,1,1,1,1,0,0,0,0,0,1,1,Poor,Moderate Hunger,12
1,Shuwari,Female,40,returnee,Primary,7,4,3,1,0,0,1,43,24-59,12,11.5-12.5,0,1,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,22
0,Shuwari,Male,37,returnee,Primary,13,7,6,6,2,2,2,23,6-23,14,>12.5,0,0,1,2,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,20
1,Abatchari,Male,30,idp,Primary,5,2,3,3,0,1,2,13,6-23,16,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,2
0,Abatchari,Male,40,returnee,No-Formal education,7,3,4,2,0,1,1,24,24-59,16.3,>12.5,0,0,0,0,1,0,0,0,0,0,1,1,Acceptable,Moderate Hunger,5
1,Shuwari,Male,45,returnee,No-Formal education,11,7,4,4,0,1,3,12,6-23,13,>12.5,0,0,1,2,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,25
1,Shuwari,Male,41,idp,Primary,11,8,3,1,0,0,1,43,24-59,13,>12.5,0,0,0,0,1,0,0,1,1,0,1,1,Borderline,Moderate Hunger,37
1,Abatchari,Male,32,returnee,No-Formal education,7,4,3,3,0,1,2,10,6-23,15.2,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Acceptable,Little to no hunger,12
1,Kachala-Burari-Kura,Female,37,idp,No-Formal education,4,3,1,0,0,0,0,0,0-6,0,<11.5,0,1,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,19
0,Abatchari,Male,42,idp,No-Formal education,10,6,4,3,1,1,1,6,0-6,13.9,>12.5,0,0,1,1,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,6
1,Shuwari,Male,40,idp,No-Formal education,7,3,4,3,1,0,2,24,24-59,15,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,17
0,Damboa-Central,Male,40,idp,No-Formal education,6,2,4,2,0,1,1,25,24-59,12.9,>12.5,0,1,0,0,1,1,1,1,1,0,1,1,Poor,Moderate Hunger,13
0,Shuwari,Male,33,returnee,Senior-Secondary,7,2,5,3,1,1,1,6,0-6,13.5,>12.5,0,0,1,2,0,0,0,0,0,0,1,0,Poor,Moderate Hunger,16
0,Damboa-Central,Male,65,idp,No-Formal education,6,4,2,3,1,1,1,30,24-59,12.5,11.5-12.5,0,0,0,0,1,0,0,0,0,0,1,1,Borderline,Severe Hunger,27
0,Wuyaram,Female,40,idp,No-Formal education,10,4,6,4,2,1,1,24,24-59,16,>12.5,1,1,1,1,0,0,0,1,1,0,1,1,Poor,Moderate Hunger,28
1,Damboa-Central,Female,40,returnee,Senior-Secondary,6,4,2,3,0,2,1,24,24-59,12.5,11.5-12.5,1,0,0,0,1,1,1,1,1,0,1,1,Borderline,Moderate Hunger,13
0,Kachala-Burari-Kura,Male,30,idp,No-Formal education,3,2,1,1,0,1,0,14,6-23,13,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,16
0,Kachala-Burari-Kura,Male,50,idp,No-Formal education,8,5,3,2,0,1,1,23,6-23,14.6,>12.5,0,2,1,1,0,1,1,0,0,0,1,1,Poor,Moderate Hunger,28
1,Damboa-Central,Male,45,returnee,Primary,6,4,2,3,1,1,1,6,0-6,14.2,>12.5,1,1,1,1,0,0,0,0,0,0,1,1,Borderline,Little to no hunger,7
1,Damboa-Central,Female,30,idp,Senior-Secondary,6,1,5,3,1,1,1,6,0-6,13.2,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,8
1,Kachala-Burari-Kura,Male,40,returnee,No-Formal education,10,4,6,3,1,1,1,22,6-23,14,>12.5,0,0,1,1,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,20
0,Kachala-Burari-Kura,Male,45,idp,No-Formal education,4,2,2,1,0,1,0,23,6-23,14.7,>12.5,0,1,0,0,0,0,0,0,0,0,1,1,Poor,Moderate Hunger,15
1,Damboa-Central,Male,46,idp,No-Formal education,7,4,3,1,1,0,0,0,0-6,0,<11.5,1,1,1,1,0,0,0,1,1,0,1,1,Poor,Severe Hunger,26
0,Damboa-Central,Male,35,returnee,Senior-Secondary,4,2,2,2,0,1,1,14,6-23,12.5,11.5-12.5,0,0,1,1,1,0,0,1,1,0,1,1,Borderline,Severe Hunger,24
1,Abatchari,Male,35,returnee,Junior-Secondary,8,4,4,3,1,1,1,36,24-59,18.1,>12.5,0,0,1,2,0,0,0,0,0,0,1,1,Borderline,Moderate Hunger,3
1,Damboa-Central,Female,40,idp,No-Formal education,9,4,5,1,0,0,1,59,24-59,15.6,>12.5,1,3,1,1,0,0,0,2,2,2,1,1,Poor,Moderate Hunger,9
1,Damboa-Central,Male,50,idp,No-Formal education,3,1,2,0,0,0,0,0,0-6,0,<11.5,0,0,0,0,1,0,0,1,1,0,1,1,Borderline,Severe Hunger,24
0,Damboa-Central,Male,51,idp,No-Formal education,5,2,3,0,0,0,0,0,0-6,0,<11.5,1,2,0,0,1,0,0,1,1,0,1,1,Poor,Severe Hunger,31
1,Damboa-Central,Female,50,idp,No-Formal education,15,6,9,4,1,2,1,6,0-6,12.6,>12.5,0,1,1,1,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,13
0,Damboa-Central,Male,32,returnee,Senior-Secondary,8,4,4,1,0,0,1,34,24-59,14.5,>12.5,1,1,0,0,1,0,0,0,0,0,1,1,Borderline,Moderate Hunger,9
0,Damboa-Central,Male,45,idp,No-Formal education,5,3,2,2,1,0,1,36,24-59,12.5,11.5-12.5,1,2,0,0,1,0,0,1,1,0,1,1,Borderline,Moderate Hunger,24
