Scenario,Store1,Store2,IntentionToSwitch12Months,SelectedStore,Network Provider,FTTC/FTTP,age,Network,TariffType,BB_provider,TV_provider,Store1_exp_key,Store2_exp_key,Store1_Plan,Store1_Addons,Tariff,Store1_TariffSpend,Store1_UpfrontSpend,Store1_AddonsSpend,Store1_DataAllowance,Store1_ContractLength,Store1_TotalMonthlySpend,Store1_Mutation_Upfront,Store1_Mutation_StartingPrice,Store1_Mutation_F1 to F2,Store1_Mutation_F2 to F3,Store1_Mutation_F36 to F55,Store1_Mutation_F55 to F150,Store1_Mutation_F150 to F300,Store1_Mutation_F300 to F500,Store1_Mutation_F500 to F900,Store1_Mutation_Complete WiFi,Store1_Mutation_Hybrid Connect,Store1_Mutation_Cyber Indivudual,Store1_Mutation_Cyber Multiple,Store1_Mutation_In Home,Store1_Mutation_WiFi Prioritise,Store1_Mutation_Bundle Better,Store1_Mutation_Bundle Price,Store1_Mutation_Competitor Price,Store2_Plan,Store2_Addons,Store2_TariffSpend,Store2_UpfrontSpend,Store2_AddonsSpend,Store2_DataAllowance,Store2_ContractLength,Store2_TotalMonthlySpend,Store2_Mutation_Upfront,Store2_Mutation_StartingPrice,Store2_Mutation_F1 to F2,Store2_Mutation_F2 to F3,Store2_Mutation_F36 to F55,Store2_Mutation_F55 to F150,Store2_Mutation_F150 to F300,Store2_Mutation_F300 to F500,Store2_Mutation_F500 to F900,Store2_Mutation_Complete WiFi,Store2_Mutation_Hybrid Connect,Store2_Mutation_Cyber Indivudual,Store2_Mutation_Cyber Multiple,Store2_Mutation_In Home,Store2_Mutation_WiFi Prioritise,Store2_Mutation_Bundle Better,Store2_Mutation_Bundle Price,Store2_Mutation_Competitor Price,mobile_provider_years,mobile_provider_months,mobile_plan_years,mobile_plan_months,mobile_contract_length,mobile_contract_expiry,mobile_data_allowance,mobile_data_usage,mobile_airtime_usage,mobile_spend,mobile_beh_socialMedia,mobile_beh_messaging,mobile_beh_blogs,mobile_beh_videos,mobile_beh_movies,mobile_beh_hotspot,mobile_beh_voice_video_chat,mobile_nwp_satisfaction,mobile_handset_make,bb_spend,bb_provider_satisfaction,bb_speed,bb_fibre_available,tech_seg_statement1,tech_seg_statement2,purchase_location_handset,purchase_location_mobileplan,purchase_location_Broadband,purchase_location_Tvsubscription,gender,marital_status,householdage1,householdage2,householdage3,householdage4,householdage5,householdage6,N_bedrooms,currentLocation_Year,currentLocation_Month,working_status,personal_income,house_location,ukregion,ChiefIncomeEarner
0,Sky,EE,2,EE,Other,FTTC,72,No. 8,No. 4,No. 7,No. 20,COMPETITOR_SKY_FTTC,EE_NAYAN_FTTC,PLAN_SUPERFAST,SKY_TALK_ANYTIME,30.99,22.00,0.00,12.00,No. NA,18.00,34.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,FIBRE_2,HPP_UNLIM,30.99,29.99,10.00,No. NA,24.00,40.99,0,8,0,1,No. NA,No. NA,No. NA,No. NA,No. NA,1,0,1,0,0,0,2,1,No. NA,0.00,1.00,0.00,1.00,2.00,No. 1,No. 3,No. 2,No. 1,10.00,No. 1,No. 1,No. 3,No. 1,No. 1,No. 1,No. 4,5.00,No. 7,22.00,7.00,No. 3,4,No. 6,No. 4,No. 1,No. 1,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,1.00,13.00,4.00,No. 7,No. 10,No. 5,No. 7,No. 2
0,Vodafone,EE,5,Vodafone,Other,FTTP,51,No. 20,No. 3,No. 7,No. 8,COMPETITOR_VODAFONE,EE_NAYAN_2,PLAN_3,No. NA,23.00,23.00,0.00,0.00,6000,24.00,23.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,FULL_FIBRE_36,No. NA,28.99,29.99,0.00,No. NA,24.00,28.99,4,7,No. NA,No. NA,1,1,3,3,No. NA,0,0,0,0,0,1,1,0,No. NA,0.00,9.00,0.00,9.00,2.00,No. 1,No. 3,No. 2,No. 4,6.00,No. 3,No. 4,No. 4,No. 3,No. 1,No. 1,No. 2,5.00,No. 1,21.00,4.00,No. 3,7,No. 6,No. 5,No. 2,No. 2,No. 2,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 1,No. 2,No. 3,1.00,17.00,9.00,No. 1,No. 7,No. 4,No. 7,No. 3
1,Virgin,EE,5,Virgin,EE,FTTP,37,No. 15,No. 1,No. 3,No. 2,COMPETITOR_VIRGIN,EE_NAYAN_3,PLAN_VOLT_M100,No. NA,29.00,29.00,0.00,0.00,No. NA,18.00,29.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,3,FULL_FIBRE_55,No. NA,28.99,29.99,0.00,No. NA,24.00,28.99,4,4,No. NA,No. NA,2,1,1,1,3,0,0,1,0,1,1,0,1,No. NA,5.00,0.00,5.00,0.00,4.00,No. 3,No. 3,No. 2,No. 2,50.00,No. 6,No. 5,No. 4,No. 5,No. 1,No. 3,No. 3,5.00,No. 1,17.00,5.00,No. 2,7,No. 5,No. 3,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 3,2.00,7.00,0.00,No. 1,No. 7,No. 2,No. 8,No. 1
1,Sky,EE,10,Sky,Other,FTTP,56,No. 8,No. 2,No. 2,No. 5,COMPETITOR_SKY,EE_NAYAN,PLAN_ULTRAFAST,No. NA,33.00,33.00,0.00,0.00,No. NA,18.00,33.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,3,FULL_FIBRE_150,No. NA,26.99,39.99,0.00,No. NA,24.00,26.99,3,2,No. NA,No. NA,0,1,1,4,2,1,1,1,0,0,0,0,0,No. NA,11.00,11.00,0.00,4.00,4.00,No. 5,No. 6,No. 3,No. 1,14.00,No. 3,No. 3,No. 3,No. 2,No. 1,No. 2,No. 1,5.00,No. 1,28.00,5.00,No. 5,5,No. 4,No. 4,No. 1,No. 1,No. 3,No. 3,No. 1,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,2.00,2.00,8.00,No. 9,No. 2,No. 4,No. 2,No. 7
3,Vodafone,EE,6,Vodafone,Other,FTTP,55,No. 3,No. 3,No. 1,No. 3,COMPETITOR_VODAFONE,EE_NAYAN_2,PLAN_8,No. NA,33.00,33.00,0.00,0.00,25000,24.00,33.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,FULL_FIBRE_500,No. NA,47.99,9.99,0.00,No. NA,24.00,47.99,6,8,No. NA,No. NA,1,3,1,4,No. NA,0,0,0,0,0,1,1,1,No. NA,11.00,0.00,11.00,4.00,2.00,No. 1,No. 3,No. 1,No. 1,8.00,No. 3,No. 4,No. 4,No. 3,No. 2,No. 2,No. 2,7.00,No. 1,35.00,5.00,No. 4,7,No. 3,No. 3,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 4,1.00,21.00,10.00,No. 6,No. 6,No. 3,No. 6,No. 4
0,EE,BT,5,BT,O2,FTTP,47,No. 14,No. 2,No. 3,No. 2,EE_NAYAN,COMPETITOR_BT,FULL_FIBRE_1000,BEST_BUNDLE,63.00,46.99,9.99,27.00,No. NA,24.00,73.99,1,3,No. NA,No. NA,1,0,2,2,3,0,1,0,0,1,0,2,1,No. NA,PLAN_FIBRE_900,No. NA,63.00,9.99,0.00,No. NA,24.00,63.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,10.00,0.00,2.00,0.00,2.00,No. 1,No. 9,No. 5,No. 3,22.00,No. 5,No. 3,No. 5,No. 4,No. 4,No. 2,No. 2,5.00,No. 1,40.00,5.00,No. 4,7,No. 4,No. 4,No. 1,No. 2,No. 2,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,8.00,0.00,No. 1,No. 5,No. 2,No. 4,No. 3
0,EE,Sky,0,Sky,Three,FTTP,42,No. 1,No. 3,No. 2,No. 3,EE_NAYAN_4,COMPETITOR_SKY,FULL_FIBRE_150,"ALL_ROUNDER_BUNDLE,TV_ENTERTAINMENT",39.00,29.99,69.99,10.00,No. NA,24.00,56.99,3,3,No. NA,No. NA,0,3,3,4,1,0,0,0,1,0,1,0,2,No. NA,PLAN_ULTRAFAST,No. NA,39.00,0.00,0.00,No. NA,18.00,39.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,11.00,0.00,8.00,0.00,4.00,No. 1,No. 4,No. 3,No. 2,12.00,No. 4,No. 5,No. 4,No. 1,No. 4,No. 4,No. 4,7.00,No. 1,20.00,5.00,No. 3,7,No. 4,No. 2,No. 2,No. 1,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 1,No. 2,No. 0,No. 2,2.00,15.00,0.00,No. 1,No. 6,No. 3,No. 7,No. 3
0,EE,Virgin,7,Virgin,Vodafone,FTTP,38,No. 12,No. 3,No. 2,No. 3,EE_NAYAN_3,COMPETITOR_VIRGIN,FULL_FIBRE_1000,"WIFI_PRIORITISE,BEST_BUNDLE,HPP_UNLIM_INTR,TV_VIP",53.00,45.99,49.99,32.00,No. NA,24.00,151.99,5,3,No. NA,No. NA,2,2,3,1,2,1,1,0,1,1,0,0,0,No. NA,PLAN_GIG1,No. NA,53.00,0.00,0.00,No. NA,18.00,53.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,4.00,6.00,1.00,3.00,2.00,No. 2,No. 4,No. 5,No. 3,43.00,No. 5,No. 5,No. 5,No. 4,No. 6,No. 6,No. 4,6.00,No. 10,65.00,5.00,No. 6,No. NA,No. 2,No. 7,No. 2,No. 1,No. 1,No. 1,No. 1,No. 1,No. 1,No. 2,No. 0,No. 0,No. 0,No. 2,1.00,5.00,8.00,No. 1,No. 8,No. 1,No. 4,No. 2
0,EE,Sky,1,Sky,Sky,FTTP,32,No. 25,No. 1,No. 2,No. 3,EE_NAYAN_3,COMPETITOR_SKY,FULL_FIBRE_150,No. NA,28.00,29.99,19.99,0.00,No. NA,24.00,29.99,0,3,No. NA,No. NA,0,3,1,4,1,1,0,0,1,1,0,1,2,No. NA,PLAN_SUPERFAST,No. NA,28.00,0.00,0.00,No. NA,18.00,28.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,2.00,0.00,1.00,4.00,4.00,No. 4,No. 4,No. 4,No. 1,28.00,No. 5,No. 5,No. 4,No. 3,No. 1,No. 2,No. 3,7.00,No. 1,20.00,7.00,No. 4,7,No. 7,No. 4,No. 2,No. 2,No. 2,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,3.00,2.00,6.00,No. 1,No. 4,No. 3,No. 6,No. 2
0,EE,BT,10,EE,EE,FTTP,51,No. 15,No. 2,No. 4,No. 3,EE_NAYAN_4,COMPETITOR_BT,FULL_FIBRE_500,ALL_ROUNDER_BUNDLE,39.99,39.99,0.00,20.00,No. NA,24.00,59.99,2,5,No. NA,No. NA,2,3,3,0,3,0,1,1,0,1,1,2,0,No. NA,PLAN_FIBRE_100,"ALWAYS_ON,COMPLETE_WIFI",42.00,9.99,19.00,No. NA,24.00,61.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,5.00,6.00,1.00,2.00,4.00,No. 4,No. 11,No. 6,No. 2,53.00,No. 2,No. 5,No. 2,No. 1,No. 3,No. 4,No. 5,7.00,No. 1,35.00,1.00,No. 1,1,No. 3,No. 6,No. 1,No. 3,No. 2,No. 2,No. 1,No. 1,No. 0,No. 0,No. 1,No. 1,No. 0,No. 3,1.00,6.00,0.00,No. 1,No. 8,No. 4,No. 12,No. 1
2,Sky,EE,3,Sky,Other,FTTP,57,No. 21,No. 2,No. 2,No. 3,COMPETITOR_SKY,EE_NAYAN,PLAN_SUPERFAST,WIFI_GUARANTEE,24.00,24.00,0.00,5.00,No. NA,18.00,29.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,FULL_FIBRE_150,No. NA,30.99,19.99,0.00,No. NA,24.00,30.99,0,5,No. NA,No. NA,0,2,1,3,1,1,1,1,1,0,0,0,2,No. NA,0.00,6.00,0.00,6.00,3.00,No. 3,No. 3,No. 2,No. 2,6.56,No. 1,No. 1,No. 2,No. 1,No. 1,No. 1,No. 1,6.00,No. 1,29.00,7.00,No. 4,7,No. 7,No. 3,No. 1,No. 2,No. 3,No. 3,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 3,2.00,11.00,10.00,No. 1,No. 6,No. 3,No. 6,No. 3
2,EE,Sky,7,Sky,O2,FTTP,31,No. 14,No. 1,No. 6,No. 8,EE_NAYAN_3,COMPETITOR_SKY,FULL_FIBRE_150,HYBRID_CONNECT,28.00,33.99,29.99,5.00,No. NA,24.00,38.99,4,8,No. NA,No. NA,0,2,2,0,3,1,0,1,1,1,0,1,2,No. NA,PLAN_SUPERFAST,No. NA,28.00,0.00,0.00,No. NA,18.00,28.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,11.00,0.00,1.00,0.00,4.00,No. 4,No. 8,No. 1,No. 4,35.00,No. 2,No. 3,No. 1,No. 1,No. 1,No. 2,No. 2,7.00,No. 10,34.00,5.00,No. 1,3,No. 6,No. 3,No. 2,No. 2,No. 3,No. 2,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,7.00,3.00,No. 1,No. 5,No. 3,No. 10,No. 4
0,EE,Virgin,7,Virgin,Other,FTTP,73,No. 8,No. 1,No. 5,No. 9,EE_NAYAN,COMPETITOR_VIRGIN,FULL_FIBRE_36,CYBER_INDIVIDUAL,24.00,29.99,29.99,4.00,No. NA,24.00,33.99,1,8,No. NA,No. NA,3,0,2,1,2,1,0,1,0,0,1,0,1,No. NA,PLAN_VOLT_M100,No. NA,24.00,0.00,0.00,No. NA,18.00,24.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,2.00,6.00,1.00,6.00,4.00,No. 3,No. 2,No. 1,No. 1,7.00,No. 1,No. 3,No. 1,No. 1,No. 1,No. 1,No. 1,5.00,No. 10,34.00,2.00,No. 2,7,No. 6,No. 2,No. 3,No. 3,No. 3,No. 3,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,2.00,6.00,7.00,No. 7,No. 10,No. 3,No. 7,No. 2
0,Sky,EE,10,Sky,Vodafone,FTTP,63,No. 12,No. 1,No. 2,No. 3,COMPETITOR_SKY,EE_NAYAN_3,PLAN_ULTRAFAST,WIFI_GUARANTEE,30.00,30.00,0.00,5.00,No. NA,18.00,35.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,5,FULL_FIBRE_150,HYBRID_CONNECT,26.99,39.99,7.00,No. NA,24.00,33.99,3,0,No. NA,No. NA,1,2,0,3,3,0,1,0,1,0,0,0,0,No. NA,0.00,6.00,0.00,6.00,6.00,No. 5,No. 9,No. 4,No. 1,26.00,No. 4,No. 4,No. 5,No. 2,No. 2,No. 1,No. 2,6.00,No. 10,25.00,5.00,No. 4,7,No. 6,No. 2,No. 2,No. 2,No. 2,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,2.00,39.00,3.00,No. 7,No. 4,No. 3,No. 13,No. 3
0,BT,EE,0,BT,Sky,FTTP,57,No. 25,No. 1,No. 2,No. 3,COMPETITOR_BT,EE_NAYAN_4,PLAN_FIBRE_100,COMPLETE_WIFI,44.00,44.00,9.99,12.00,No. NA,24.00,67.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,0,FULL_FIBRE_500,"WHOLE_HOME_WIFI,CYBER_INDIVIDUAL,ALL_ROUNDER_BUNDLE,TV_BIG_ENTERTAINMENT",41.99,59.99,30.00,No. NA,24.00,98.99,4,2,No. NA,No. NA,1,3,3,3,3,0,1,0,1,0,0,2,0,No. NA,11.00,0.00,4.00,0.00,4.00,No. 3,No. 3,No. 1,No. 5,25.00,No. 2,No. 2,No. 1,No. 3,No. 1,No. 1,No. 1,6.00,No. 10,40.00,5.00,No. 7,7,No. 7,No. 4,No. 3,No. 3,No. 3,No. 3,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,20.00,0.00,No. 6,No. 4,No. 1,No. 12,No. 5
0,EE,Sky,9,Sky,Other,FTTP,27,No. 3,No. 2,No. 5,No. 7,EE_NAYAN,COMPETITOR_SKY,FULL_FIBRE_150,"BEST_BUNDLE,HPP_UNLIM_INTR,TV_ENTERTAINMENT",28.00,28.99,49.99,39.00,No. NA,24.00,84.99,5,1,No. NA,No. NA,2,2,1,4,1,1,1,0,0,1,1,2,0,No. NA,PLAN_SUPERFAST,SKY_TALK_ANYTIME,28.00,0.00,12.00,No. NA,18.00,40.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,3.00,0.00,2.00,0.00,3.00,No. 3,No. 4,No. 4,No. 2,10.00,No. 3,No. 3,No. 5,No. 7,No. 5,No. 6,No. 7,6.00,No. 1,18.00,6.00,No. 4,4,No. 3,No. 3,No. 2,No. 1,No. 2,No. 1,No. 1,No. 1,No. 0,No. 1,No. 1,No. 0,No. 0,No. 2,2.00,5.00,0.00,No. 1,No. 4,No. 2,No. 9,No. 3
1,Virgin,EE,8,EE,EE,FTTP,34,No. 15,No. 2,No. 6,No. 9,COMPETITOR_VIRGIN,EE_NAYAN_2,PLAN_M100,No. NA,22.99,46.00,0.00,0.00,No. NA,18.00,46.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,1,FULL_FIBRE_36,TV_BIG_SPORT,22.99,59.99,0.00,No. NA,24.00,63.99,2,1,No. NA,No. NA,3,3,0,2,No. NA,1,0,1,0,1,1,0,2,No. NA,2.00,0.00,2.00,0.00,3.00,No. 3,No. 7,No. 5,No. 3,60.00,No. 3,No. 7,No. 6,No. 6,No. 6,No. 6,No. 5,6.00,No. 6,65.00,6.00,No. 2,4,No. 6,No. 7,No. 2,No. 1,No. 2,No. 2,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 3,4.00,34.00,0.00,No. 1,No. 3,No. 2,No. 4,No. 4
0,EE,Vodafone,0,Vodafone,O2,FTTP,61,No. 14,No. 2,No. 3,No. 3,EE_NAYAN,COMPETITOR_VODAFONE,FULL_FIBRE_36,TV_ENTERTAINMENT,17.00,22.99,59.99,0.00,No. NA,24.00,39.99,4,1,No. NA,No. NA,3,3,3,2,3,1,0,0,0,1,1,1,1,No. NA,PLAN_3,No. NA,17.00,0.00,0.00,6000,24.00,17.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,6,10.00,6.00,1.00,6.00,3.00,No. 2,No. 4,No. 4,No. 2,12.00,No. 5,No. 4,No. 4,No. 1,No. 1,No. 5,No. 4,6.00,No. 10,37.00,3.00,No. 7,3,No. 7,No. 7,No. 2,No. 2,No. 3,No. 2,No. 2,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,5.00,20.00,6.00,No. 1,No. 2,No. 1,No. 4,No. 5
0,EE,BT,9,BT,Three,FTTC,44,No. 1,No. 1,No. 2,No. 3,EE_NAYAN_FTTC,COMPETITOR_BT_FTTC,FIBRE_3,"BEST_BUNDLE,TV_ENTERTAINMENT",31.00,32.99,39.99,17.00,No. NA,24.00,66.99,2,5,1,3,No. NA,No. NA,No. NA,No. NA,No. NA,1,1,1,1,0,0,0,1,No. NA,PLAN_FIBRE_2,COMPLETE_WIFI,31.00,0.00,12.00,No. NA,24.00,43.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,3,9.00,9.00,11.00,0.00,4.00,No. 4,No. 11,No. 5,No. 4,50.00,No. 5,No. 4,No. 4,No. 3,No. 1,No. 2,No. 2,7.00,No. 10,38.00,5.00,No. 4,4,No. 3,No. 7,No. 1,No. 1,No. 1,No. 1,No. 1,No. 2,No. 0,No. 4,No. 0,No. 0,No. 0,No. 4,2.00,4.00,0.00,No. 1,No. 4,No. 2,No. 13,No. 2
0,Sky,EE,3,Sky,Other,FTTP,44,No. 18,No. 2,No. 1,No. 3,COMPETITOR_SKY,EE_NAYAN_2,PLAN_ESSENTIAL_PLUS,No. NA,30.00,30.00,0.00,0.00,No. NA,18.00,30.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,FULL_FIBRE_36,"WHOLE_HOME_WIFI,ALL_ROUNDER_BUNDLE",23.99,39.99,20.00,No. NA,24.00,43.99,0,2,No. NA,No. NA,0,2,3,1,No. NA,1,1,1,1,0,0,0,2,No. NA,3.00,0.00,2.00,0.00,1.00,No. 1,No. 7,No. 3,No. 2,10.00,No. 3,No. 5,No. 4,No. 2,No. 1,No. 2,No. 3,6.00,No. 10,15.00,5.00,No. 2,3,No. 6,No. 4,No. 1,No. 3,No. 2,No. 3,No. 2,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 2,3.00,12.00,0.00,No. 1,No. 6,No. 3,No. 8,No. 1
0,EE,BT,3,BT,Other,FTTP,55,No. 20,No. 3,No. 15,No. 5,EE_NAYAN,COMPETITOR_BT,FULL_FIBRE_150,"ALL_ROUNDER_BUNDLE,HPP_PAYG",26.00,27.99,19.99,15.00,No. NA,24.00,42.99,0,3,No. NA,No. NA,0,1,3,2,3,1,0,0,1,0,1,0,1,No. NA,PLAN_FIBRE_1,No. NA,26.00,0.00,0.00,No. NA,24.00,26.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,6.00,5.00,3.00,2.00,2.00,No. 1,No. 3,No. 2,No. 1,5.00,No. 3,No. 2,No. 2,No. 1,No. 1,No. 1,No. 2,5.00,No. 8,36.00,6.00,No. 3,4,No. 6,No. 5,No. 2,No. 2,No. 2,No. 2,No. 1,No. 2,No. 0,No. 0,No. 0,No. 0,No. 0,No. 1,3.00,24.00,2.00,No. 5,No. 1,No. 4,No. 10,No. 3
0,EE,Virgin,0,Virgin,Other,FTTP,47,No. 26,No. 3,No. 2,No. 3,EE_NAYAN_3,COMPETITOR_VIRGIN,FULL_FIBRE_150,"BEST_BUNDLE,HPP_700_MINS,TV_ENTERTAINMENT",27.00,31.99,69.99,22.00,No. NA,24.00,70.99,3,7,No. NA,No. NA,0,1,3,4,0,1,1,1,1,1,0,0,0,No. NA,PLAN_VOLT_M100,No. NA,27.00,0.00,0.00,No. NA,18.00,27.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,1.00,0.00,1.00,0.00,2.00,No. 1,No. 3,No. 2,No. 1,10.00,No. 2,No. 4,No. 1,No. 1,No. 1,No. 1,No. 1,4.00,No. 10,30.00,6.00,No. 4,4,No. 4,No. 4,No. 2,No. 2,No. 3,No. 3,No. 2,No. 1,No. 0,No. 1,No. 0,No. 0,No. 0,No. 2,1.00,7.00,10.00,No. 1,No. 7,No. 3,No. 9,No. 2
0,Sky,EE,7,Sky,Three,FTTC,55,No. 1,No. 2,No. 2,No. 10,COMPETITOR_SKY_FTTC,EE_NAYAN_FTTC,PLAN_SUPERFAST,SKY_TALK_EVENINGS,28.00,28.00,0.00,5.00,No. NA,18.00,33.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,2,FIBRE_2,WHOLE_HOME_WIFI,25.99,19.99,8.00,No. NA,24.00,33.99,5,2,1,2,No. NA,No. NA,No. NA,No. NA,No. NA,0,0,0,0,1,1,1,0,No. NA,11.00,4.00,3.00,5.00,3.00,No. 4,No. 5,No. 3,No. 3,8.36,No. 3,No. 3,No. 1,No. 1,No. 1,No. 1,No. 1,5.00,No. 1,28.50,5.00,No. 3,3,No. 7,No. 7,No. 1,No. 3,No. 3,No. 3,No. 1,No. 1,No. 0,No. 0,No. 1,No. 0,No. 0,No. 5,3.00,1.00,6.00,No. 1,No. 4,No. 2,No. 7,No. 3
0,EE,Virgin,3,EE,Three,FTTP,58,No. 1,No. 4,No. 2,No. 5,EE_NAYAN,COMPETITOR_VIRGIN,FULL_FIBRE_36,No. NA,21.99,21.99,39.99,0.00,No. NA,24.00,21.99,0,0,No. NA,No. NA,3,3,3,1,3,1,1,1,0,0,0,0,2,No. NA,PLAN_VOLT_M100,No. NA,27.00,0.00,0.00,No. NA,18.00,27.00,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,No. NA,4,2.00,0.00,2.00,0.00,1.00,No. 1,No. 1,No. 2,No. 1,15.00,No. 4,No. 3,No. 1,No. 3,No. 1,No. 1,No. 1,5.00,No. 5,20.00,6.00,No. 2,7,No. 6,No. 2,No. 2,No. 2,No. 2,No. 3,No. 1,No. 1,No. 0,No. 0,No. 0,No. 0,No. 0,No. 3,2.00,30.00,0.00,No. 1,No. 4,No. 3,No. 6,No. 4
