spending,nudge,age,male,education_level,income
10.05,0,57,0,3,6.83
5.67,0,19,1,3,4.13
10.28,1,57,0,1,5.68
11.23,1,59,1,0,1.11
11.71,1,42,0,1,1.66
10.96,1,52,0,1,5.10
3.20,0,68,1,2,0.03
12.64,0,67,0,5,6.61
11.07,1,62,0,2,8.68
11.44,1,38,0,3,7.81
9.31,0,58,1,3,3.02
12.99,1,33,0,1,3.40
10.20,0,45,0,1,1.45
11.49,1,60,0,4,0.81
10.82,0,23,0,1,9.09
9.79,0,53,1,3,0.26
11.49,1,65,0,3,5.92
4.42,0,26,1,3,5.81
12.08,0,29,0,5,0.21
11.74,1,38,1,3,9.49
10.70,0,50,0,3,5.29
13.16,0,62,0,1,6.79
12.90,0,35,0,1,0.68
10.92,1,39,1,3,6.86
12.06,1,31,0,1,0.27
12.90,1,56,0,4,4.24
4.74,0,21,1,3,7.30
11.68,1,58,1,5,3.70
7.54,1,53,1,3,8.12
3.04,0,19,1,4,6.63
6.46,0,26,1,3,7.91
13.49,1,53,0,0,5.54
11.02,0,66,1,3,9.53
11.42,0,58,0,1,1.32
15.21,1,62,0,5,3.97
10.57,0,19,0,0,1.11
8.92,0,22,1,3,3.01
12.45,0,50,0,5,5.11
12.01,0,32,0,2,7.56
12.35,0,31,0,3,4.84
11.40,1,41,1,3,5.56
15.42,1,61,0,0,1.35
7.15,1,37,1,1,1.16
13.10,0,48,0,5,2.79
10.55,1,56,1,2,8.23
8.46,1,52,1,1,1.93
9.52,0,43,1,1,6.38
11.61,0,61,0,1,5.47
11.45,1,59,0,1,4.51
12.25,0,41,0,2,5.27
11.91,0,21,0,3,5.45
10.90,0,32,0,1,2.29
10.01,1,21,0,3,4.63
3.38,1,31,1,2,0.11
12.28,0,25,0,1,2.50
11.20,0,47,0,1,6.34
10.18,0,40,0,3,6.04
10.38,1,26,0,2,2.83
10.80,0,51,0,1,6.04
10.40,1,68,1,3,1.33
4.66,1,21,1,4,8.95
11.84,1,28,0,3,8.64
3.42,1,43,1,3,4.66
14.01,1,68,1,1,8.68
11.85,0,63,0,2,5.84
12.44,1,49,1,1,4.35
10.22,0,33,0,5,0.13
8.16,1,67,1,5,3.33
10.52,1,32,0,2,3.70
11.26,0,49,1,5,9.62
6.08,1,59,1,4,3.35
9.75,0,22,1,5,8.03
12.10,0,54,1,5,9.17
10.46,1,63,1,3,2.42
5.31,1,26,1,4,0.87
15.28,1,56,0,4,7.54
11.79,0,38,0,4,3.89
12.74,1,51,0,0,5.14
12.35,1,31,0,1,5.55
10.50,1,24,0,5,6.60
13.73,1,56,1,3,0.10
11.00,1,46,1,3,5.95
12.77,0,57,0,3,1.44
11.42,1,47,1,3,3.72
13.13,1,45,0,4,3.69
10.55,1,48,1,3,1.97
13.20,1,56,0,2,1.36
5.19,1,43,1,3,4.33
12.14,0,31,0,2,0.25
7.21,0,57,1,1,6.95
15.19,0,66,0,2,0.73
11.47,0,41,0,1,4.48
9.60,0,60,1,4,9.67
9.68,1,27,1,2,1.17
7.80,0,64,1,4,2.97
9.70,1,53,1,5,7.23
10.41,0,33,0,4,7.97
5.87,1,50,1,3,8.80
15.67,0,62,0,5,9.07
11.75,0,43,0,1,7.63
10.74,0,52,0,1,1.20
9.28,1,56,1,4,7.87
7.49,0,49,1,2,7.60
11.27,0,59,1,0,0.97
11.76,1,61,1,3,5.80
10.36,0,36,1,0,1.94
5.65,1,55,1,0,7.72
13.40,0,47,0,5,9.64
13.29,0,43,0,1,4.14
11.81,1,47,0,4,3.87
2.69,0,55,1,1,8.83
10.38,1,55,0,5,8.34
12.42,0,61,0,3,7.71
11.86,0,51,0,2,6.00
6.68,1,55,1,2,8.19
12.13,0,23,0,1,6.82
12.87,0,64,0,2,9.48
12.55,1,40,0,0,1.82
9.35,1,21,1,4,7.96
10.00,0,35,0,3,0.99
5.23,1,24,1,4,10.00
7.94,0,23,1,0,3.44
3.30,0,50,1,3,1.25
3.41,0,43,1,2,3.35
12.71,1,48,0,4,4.94
10.55,0,33,1,3,7.50
11.04,1,44,0,1,8.28
14.14,0,43,0,4,5.62
9.89,0,57,1,4,9.99
11.71,1,41,0,1,7.78
13.66,0,39,0,1,7.19
13.09,0,67,0,1,4.30
10.21,0,30,0,2,9.14
5.03,0,46,1,4,5.53
12.20,0,49,1,5,6.61
9.18,1,44,1,0,7.17
11.40,1,63,1,1,7.19
14.21,1,59,0,0,9.82
7.21,0,26,1,4,7.95
11.29,1,62,0,3,5.41
6.56,1,33,1,2,0.56
13.40,0,36,0,5,0.79
8.88,1,51,1,3,1.28
7.57,0,30,1,2,0.84
4.68,0,47,1,2,6.30
13.06,1,31,1,3,6.77
13.44,0,48,0,1,3.01
12.07,0,25,0,2,7.96
6.41,1,65,1,2,9.53
15.94,0,65,0,5,3.52
14.80,1,49,0,5,0.55
8.03,1,24,1,4,7.80
12.70,0,58,0,4,1.29
12.55,0,38,1,3,1.27
9.67,1,56,1,1,7.49
13.13,1,60,1,2,6.18
11.12,0,51,0,0,0.65
6.66,1,34,1,2,5.00
10.82,1,40,1,2,0.14
8.53,0,50,1,1,1.05
5.15,1,31,1,1,1.36
11.36,0,39,0,4,4.45
11.80,1,52,0,3,0.81
5.93,1,27,1,4,0.07
14.49,1,60,0,2,8.48
11.05,0,35,1,4,3.31
10.31,0,31,1,2,5.89
8.19,1,53,1,3,0.56
7.11,1,62,1,1,1.04
12.63,1,64,1,4,4.68
10.23,1,28,0,1,4.54
9.93,0,23,0,2,8.70
10.11,0,36,0,2,0.36
13.33,1,64,0,2,6.96
6.42,0,44,1,3,0.71
10.56,1,35,0,2,9.22
13.15,0,46,0,4,4.49
6.79,1,30,1,0,1.66
11.25,1,35,0,3,9.61
5.82,0,28,1,1,9.37
13.99,0,45,0,4,7.55
11.78,0,31,0,1,8.23
12.60,0,39,0,1,6.45
11.80,0,34,0,1,4.97
10.72,0,31,0,4,0.69
10.63,1,42,1,3,1.18
5.44,0,22,1,1,3.42
12.01,1,31,0,1,8.90
11.30,1,21,1,2,9.50
10.18,0,36,0,4,0.12
5.29,1,52,1,1,6.08
11.38,1,51,0,2,4.19
11.32,1,53,0,1,0.99
5.47,0,22,1,1,2.71
11.23,0,24,0,3,5.24
12.25,1,55,0,0,7.28
10.57,1,45,0,2,6.35
12.82,0,53,0,1,0.02
12.75,1,46,0,2,2.51
14.64,1,64,0,2,3.78
9.78,0,19,0,5,9.38
12.57,1,48,1,1,4.65
14.60,0,50,0,4,6.99
7.22,0,54,1,2,8.48
10.21,0,50,1,4,4.13
10.97,1,27,0,3,3.29
11.69,1,59,0,1,1.42
7.69,0,30,1,4,1.70
12.44,1,64,1,5,7.44
11.59,0,43,0,3,5.86
11.47,1,20,0,4,5.54
13.78,0,44,0,3,3.80
10.59,1,22,1,3,2.29
11.72,0,46,0,1,4.54
9.49,1,39,1,5,7.21
12.07,0,40,0,4,0.86
12.04,0,27,0,4,1.37
12.02,1,41,1,3,0.58
13.63,0,45,0,2,6.55
11.53,0,64,0,2,6.94
12.59,0,52,0,2,1.71
12.67,1,32,1,1,6.96
10.00,0,33,0,0,2.33
9.55,0,68,1,3,8.32
13.89,0,45,0,3,1.15
11.68,1,61,1,4,4.22
9.73,0,54,0,1,9.17
10.12,1,35,1,3,6.55
10.10,0,23,0,1,9.60
6.19,1,52,1,4,2.19
10.81,0,63,0,1,6.24
9.09,1,41,1,1,0.20
7.44,0,47,1,5,6.17
8.05,1,27,1,3,0.80
10.79,0,22,0,3,6.88
6.17,0,55,1,4,2.77
8.86,0,28,1,5,7.63
4.63,1,22,1,4,6.28
12.58,1,29,0,5,1.93
13.13,1,57,1,2,4.65
11.28,0,66,0,4,8.30
12.21,1,59,1,3,4.34
8.12,1,29,1,1,0.43
11.78,1,65,1,5,9.92
6.29,1,58,1,2,2.31
12.27,1,32,0,4,4.68
12.06,0,48,0,3,6.93
11.97,0,66,0,1,4.08
5.26,1,58,1,1,3.33
10.07,0,54,0,0,7.54
12.95,0,64,1,1,1.80
8.92,0,46,1,4,3.78
9.11,1,26,1,4,4.05
7.18,1,28,1,4,9.50
6.00,1,33,1,3,9.63
11.29,1,44,0,3,4.65
13.57,0,62,0,2,9.57
3.63,1,23,1,1,5.75
11.46,1,27,1,1,3.10
12.80,0,56,0,0,6.55
3.95,1,58,1,1,3.33
10.37,1,34,0,1,8.68
12.25,0,47,0,3,0.35
14.72,1,62,0,3,5.26
7.98,0,42,1,2,2.08
9.39,0,34,1,2,1.24
11.04,1,21,0,2,4.11
9.13,0,52,1,4,1.89
14.48,0,64,0,2,4.94
11.23,0,66,0,2,0.75
15.67,0,67,0,3,8.13
8.16,0,26,1,2,2.25
11.30,0,19,0,1,5.77
14.96,1,59,0,1,7.31
10.05,0,38,0,1,7.16
15.47,1,64,0,0,9.16
12.92,0,47,0,2,3.69
10.54,0,40,0,1,6.82
4.16,1,22,1,0,9.76
11.55,1,23,1,1,1.04
14.35,1,66,1,4,3.80
11.34,0,38,1,2,2.80
13.02,0,32,0,2,4.38
12.21,1,34,0,4,8.08
10.78,1,60,0,5,8.83
13.59,0,39,0,1,3.24
9.31,1,43,1,1,4.70
7.23,1,19,1,1,5.82
9.94,0,19,0,0,3.45
11.06,0,34,0,3,2.61
13.13,1,55,1,1,7.23
12.61,0,32,0,4,3.27
6.64,0,51,1,2,9.34
9.99,1,36,0,2,2.21
12.28,0,63,1,3,2.05
8.26,0,23,1,3,3.28
12.43,0,35,0,3,1.22
9.05,0,65,1,1,7.92
14.47,0,55,0,3,9.13
11.76,1,41,0,0,3.60
11.91,1,31,0,3,6.87
11.34,0,25,0,1,1.80
11.31,1,27,0,1,5.53
15.45,0,56,0,1,0.62
10.49,1,54,0,0,7.06
7.50,1,39,1,2,6.15
13.05,1,31,0,1,2.92
8.98,1,58,1,1,6.22
8.06,1,50,1,2,3.26
12.32,1,43,0,3,7.58
15.02,1,58,0,4,0.06
11.33,0,22,0,4,3.04
7.66,0,42,1,0,9.85
9.95,1,57,0,2,5.40
10.33,1,57,0,5,8.80
8.76,1,35,1,4,2.47
15.04,1,58,0,1,6.22
13.56,1,43,0,2,9.68
15.31,0,59,0,4,0.11
11.42,0,56,0,3,1.72
13.54,0,57,0,3,7.17
12.35,0,30,0,2,4.86
4.99,0,49,1,2,9.96
10.07,1,30,1,2,7.79
10.89,0,58,0,2,9.97
12.14,0,29,0,0,4.53
12.99,0,49,0,5,4.75
10.51,0,41,1,3,0.69
12.47,0,52,0,0,4.84
14.64,1,48,0,3,5.74
2.86,1,20,1,1,9.04
10.29,0,55,0,5,5.77
13.66,1,66,1,3,1.26
13.12,0,49,0,1,5.64
10.21,0,24,0,0,2.73
10.83,0,31,0,1,1.11
11.00,1,21,1,3,8.86
7.07,1,22,1,1,2.34
12.99,0,42,0,4,8.77
9.43,1,26,1,0,2.72
5.62,0,24,1,2,1.68
10.66,0,29,0,1,6.60
13.08,0,32,0,2,1.28
5.31,0,45,1,1,5.25
4.33,0,35,1,3,2.41
9.29,1,42,1,2,6.19
13.70,0,54,0,2,8.43
12.84,0,50,1,2,0.52
10.59,1,24,0,2,7.03
7.06,1,33,1,2,9.91
5.99,1,67,1,2,8.80
11.60,1,30,0,3,6.89
12.01,0,41,0,3,9.33
11.24,0,32,0,3,4.16
10.32,1,19,0,1,6.02
10.55,0,36,1,4,7.05
12.57,0,39,0,3,7.12
11.97,0,28,0,5,6.45
12.24,1,40,0,3,9.90
11.81,0,54,0,4,8.62
5.54,1,40,1,4,6.38
4.47,1,42,1,1,8.14
11.89,1,29,0,5,4.56
13.16,1,67,1,1,6.03
11.32,0,47,0,2,7.99
10.47,1,62,1,4,7.62
10.04,1,23,0,1,1.68
15.50,1,67,1,4,6.82
9.89,0,22,0,0,4.67
10.52,0,36,1,2,1.59
9.92,0,50,0,1,4.44
15.01,1,62,1,4,2.12
11.04,0,51,0,1,3.34
13.14,0,40,0,4,8.27
12.60,1,67,1,3,2.80
12.68,0,31,0,5,0.29
11.04,1,22,1,4,1.36
11.40,1,35,0,3,9.69
13.30,0,51,0,0,9.57
10.85,0,26,0,3,0.85
14.08,1,41,0,0,5.26
7.97,1,55,1,2,5.64
10.25,1,56,0,1,1.87
7.68,1,39,1,3,8.60
7.78,0,66,1,2,5.56
3.02,1,33,1,1,0.24
10.95,1,66,0,4,0.42
10.69,1,55,0,5,2.56
9.49,1,60,1,2,4.22
11.55,0,53,0,1,2.33
6.44,1,34,1,3,5.07
12.89,0,42,0,2,2.44
10.06,0,66,1,1,1.42
10.27,1,40,0,2,0.17
14.06,0,48,0,4,5.31
11.52,1,50,0,0,6.47
10.51,1,20,0,2,1.28
6.25,1,24,1,3,8.55
11.45,1,46,0,0,5.32
13.65,1,63,1,1,7.71
2.99,1,44,1,2,3.36
4.55,0,24,1,4,5.01
6.02,1,58,1,3,4.43
6.23,0,32,1,2,1.86
12.90,0,52,0,0,9.85
13.61,0,62,0,3,1.36
15.72,1,64,0,3,3.53
5.93,0,59,1,5,1.79
10.23,0,48,0,1,0.70
12.14,0,26,0,3,7.11
5.61,0,54,1,4,5.57
12.57,1,65,0,4,1.27
9.49,1,66,1,4,6.47
8.59,0,35,1,0,1.53
3.40,1,35,1,4,9.69
10.98,1,19,0,4,8.17
9.27,0,30,1,5,6.90
9.95,1,38,1,2,8.67
11.38,1,67,0,1,3.00
12.97,0,38,1,3,0.74
14.22,0,55,0,3,0.80
14.06,1,42,0,4,4.72
8.71,1,41,1,0,7.06
10.17,1,22,1,3,3.19
12.10,1,29,0,2,7.80
7.68,0,48,1,1,6.42
10.34,1,21,1,2,0.83
12.33,1,24,0,3,3.66
8.03,0,18,1,4,5.12
10.56,1,46,1,1,9.84
5.73,0,49,1,4,5.54
10.25,0,22,0,5,1.79
14.16,0,56,1,4,6.71
3.21,0,30,1,3,9.81
12.74,0,52,0,0,1.99
12.69,1,37,0,2,6.68
8.23,1,21,1,4,3.48
11.78,0,51,0,2,7.44
10.14,0,50,0,4,9.14
11.97,0,37,0,2,3.75
10.44,1,20,0,0,1.10
6.03,1,58,1,2,0.03
11.02,0,45,1,1,0.93
11.60,0,28,0,5,4.05
12.74,0,62,0,4,8.57
11.81,1,33,1,3,2.74
10.45,0,27,0,1,9.71
4.53,1,38,1,0,6.40
11.16,0,51,0,4,8.79
10.90,1,66,1,2,6.45
13.23,1,44,0,2,8.97
8.49,1,45,1,5,4.03
10.75,0,25,0,4,2.91
12.33,0,31,0,2,5.50
3.97,0,26,1,1,6.47
10.98,1,34,0,3,8.09
11.03,1,47,0,5,4.48
9.61,0,39,1,4,0.47
12.76,1,58,1,2,7.75
7.94,1,42,1,0,4.65
13.86,0,38,0,4,3.25
12.10,1,41,0,2,6.81
6.69,1,36,1,2,6.73
14.59,1,63,0,0,1.39
13.03,0,50,0,1,9.55
13.24,0,57,0,4,8.22
11.31,1,67,0,4,0.31
12.82,1,39,0,4,7.92
10.42,0,51,0,0,5.53
10.95,0,21,0,1,7.35
11.61,0,62,1,1,1.20
11.31,1,51,0,4,3.72
10.08,1,41,1,1,3.55
12.27,0,33,1,0,0.66
6.93,1,24,1,1,8.82
14.96,1,63,1,1,9.12
6.09,0,41,1,5,9.56
7.26,0,56,1,3,8.81
7.19,1,48,1,4,2.01
6.42,0,61,1,2,6.27
13.62,1,62,0,5,1.39
5.54,0,53,1,1,2.16
12.39,0,48,0,4,9.65
5.74,1,58,1,3,1.05
10.30,0,45,0,2,4.57
8.48,1,57,1,2,2.93
10.08,1,51,0,1,6.13
11.95,1,38,0,3,8.38
10.58,1,18,0,3,9.73
4.99,1,65,1,3,0.42
10.44,1,63,0,2,1.37
11.41,0,33,0,1,3.62
2.89,0,28,1,3,5.77
4.35,0,47,1,2,6.06
11.72,1,27,1,4,3.15
11.41,1,46,0,3,1.54
5.06,0,19,1,2,6.95
11.64,1,25,0,3,4.17
13.57,0,60,0,1,9.38
5.42,0,36,1,1,9.05
11.92,0,58,1,0,4.50
13.67,1,50,0,2,8.61
7.01,1,31,1,0,3.81
5.56,1,45,1,1,0.36
9.85,1,22,1,1,4.21
7.04,1,48,1,2,8.08
9.25,1,49,1,2,9.15
4.67,0,64,1,2,6.15
10.22,1,46,1,3,1.14
10.86,0,56,0,0,3.91
11.37,1,35,0,2,1.00
12.04,1,58,0,0,6.07
15.79,0,64,0,3,5.62
10.26,0,18,0,3,9.28
10.00,1,60,1,4,3.26
14.23,0,48,0,2,8.66
8.88,1,59,1,3,3.99
9.24,0,32,1,4,0.02
8.01,1,34,1,1,1.93
12.53,1,58,0,0,8.97
8.90,0,45,1,0,6.48
11.93,0,22,0,4,8.28
10.74,1,39,0,3,0.38
8.00,1,49,1,2,8.45
10.00,1,65,1,3,4.44
9.49,1,38,1,1,1.09
10.61,1,65,1,0,3.92
6.82,1,36,1,2,5.91
12.92,1,62,1,2,0.67
12.83,0,32,0,2,3.21
5.80,1,26,1,2,3.55
5.90,0,34,1,1,3.15
2.15,1,23,1,5,9.76
10.06,0,21,0,1,2.49
7.52,1,31,1,5,8.05
10.36,1,45,0,1,9.26
12.81,0,40,0,2,9.38
13.69,0,53,0,4,9.84
5.01,1,30,1,0,7.89
7.65,1,42,1,2,8.54
11.53,1,46,0,4,0.32
11.46,1,25,0,2,5.11
9.66,1,27,1,0,5.67
8.14,1,48,1,1,2.70
10.60,1,40,1,2,8.58
11.99,1,41,1,1,8.03
11.21,0,58,1,1,2.24
10.37,0,47,0,4,0.76
5.57,1,20,1,1,4.91
10.57,1,48,1,1,4.29
11.93,1,64,1,3,1.55
11.08,1,39,1,2,6.08
13.47,0,39,0,1,6.90
12.02,1,55,0,0,7.23
13.11,0,43,0,3,4.82
11.21,0,49,0,1,7.15
14.95,1,57,0,4,2.03
14.22,0,62,0,4,2.00
10.12,0,34,1,2,5.65
4.83,0,41,1,3,7.83
8.10,1,50,1,3,3.16
7.83,1,25,1,0,7.67
15.24,0,68,0,1,0.26
10.49,0,18,0,2,6.39
8.83,1,20,1,1,1.45
10.09,0,32,0,3,4.17
5.11,0,52,1,3,4.76
11.41,1,30,0,4,2.72
11.75,1,22,0,3,4.16
10.24,1,53,1,2,0.23
3.95,0,62,1,4,7.72
6.31,1,63,1,4,4.05
10.87,0,61,0,3,6.10
10.79,0,35,0,2,1.58
13.51,0,62,0,1,7.37
14.24,0,56,0,5,9.81
6.90,0,27,1,1,3.00
12.75,1,43,0,0,9.99
10.98,1,61,0,1,3.35
8.88,1,56,1,5,2.26
13.16,0,64,0,0,5.32
11.08,1,52,1,0,7.39
4.71,0,50,1,2,9.64
10.25,1,20,0,2,0.80
8.95,1,29,1,5,5.48
5.45,1,50,1,4,9.58
12.31,0,49,0,1,1.71
6.30,0,44,1,2,9.46
9.92,1,66,1,1,5.73
12.75,1,49,0,2,0.29
5.78,1,37,1,1,4.87
10.99,1,25,0,0,8.37
10.87,0,38,0,1,1.90
13.76,1,61,0,2,4.47
9.60,1,62,1,1,5.82
14.85,0,55,0,4,1.34
10.94,0,38,0,2,1.49
10.33,0,20,1,2,3.37
9.36,1,39,1,4,6.24
15.09,1,67,0,3,5.69
8.94,1,38,1,2,6.82
13.55,0,50,0,0,1.74
10.91,0,35,1,3,3.60
11.13,0,19,0,5,2.63
10.65,1,51,0,2,6.30
4.97,0,51,1,3,7.79
7.11,0,65,1,3,1.69
12.69,0,35,0,1,4.85
6.59,0,41,1,3,3.50
8.35,0,40,1,4,2.79
10.47,1,48,0,0,4.38
11.61,0,59,0,3,4.92
7.46,1,61,1,3,9.65
13.58,1,43,0,4,3.73
12.14,1,64,0,4,5.75
5.79,1,39,1,2,3.21
10.65,1,42,1,4,8.34
10.00,1,29,0,4,5.92
9.25,1,48,1,3,0.92
3.02,0,19,1,1,9.56
4.03,0,27,1,0,4.46
9.08,1,36,1,3,7.69
12.10,1,22,0,4,1.97
11.03,0,23,0,2,4.45
13.28,0,55,0,2,6.33
5.77,1,42,1,0,8.77
5.72,1,41,1,4,3.41
6.18,1,33,1,5,8.28
12.30,0,51,0,1,5.77
5.80,0,51,1,3,7.91
10.62,1,65,1,4,0.63
15.43,0,56,0,5,7.73
4.62,1,37,1,1,6.89
12.74,0,31,0,5,4.62
10.46,0,33,0,5,1.55
6.51,1,52,1,5,8.02
10.15,1,44,1,1,8.99
9.47,1,37,1,4,1.59
10.45,0,19,0,4,0.80
10.77,0,52,0,0,4.63
11.46,0,22,0,0,2.88
11.86,0,29,0,1,6.21
4.97,0,37,1,3,3.58
13.56,1,55,0,2,3.63
11.00,1,63,1,4,5.26
14.97,1,52,1,2,3.41
12.97,0,37,0,2,7.35
9.59,0,38,1,1,7.53
4.66,0,32,1,2,7.83
4.93,0,59,1,1,1.75
10.34,1,32,1,1,6.89
11.21,1,22,0,4,2.20
12.34,0,32,0,0,9.22
12.39,0,68,0,1,1.78
12.31,0,57,1,2,2.49
11.64,0,23,0,5,6.16
13.49,0,45,0,1,4.16
12.26,0,32,0,0,2.45
10.32,0,54,0,3,5.29
10.98,0,27,0,4,6.83
3.58,1,23,1,4,8.99
14.33,0,59,0,2,2.48
10.23,1,19,0,5,0.69
12.61,0,55,0,4,1.70
12.23,0,51,0,5,7.87
11.54,1,61,1,0,8.50
10.64,0,36,0,0,5.74
14.48,1,64,0,2,1.07
10.26,1,33,1,1,8.52
5.89,1,21,1,4,6.81
12.06,0,36,0,2,6.21
10.07,0,22,0,4,1.37
6.12,1,36,1,0,5.57
11.29,0,30,0,1,4.04
13.93,0,53,1,1,2.47
8.23,1,45,1,0,1.92
9.84,0,34,0,3,9.88
11.88,1,30,0,4,7.66
7.94,1,29,1,2,8.16
11.46,1,32,0,4,9.43
11.30,0,44,0,1,3.99
14.63,1,65,0,0,3.22
4.67,0,24,1,4,1.19
11.73,0,31,0,4,2.81
7.19,0,48,1,1,0.88
11.29,1,46,0,4,3.41
11.09,1,56,0,2,9.21
8.75,0,38,1,2,2.46
9.86,1,57,1,2,8.26
4.08,0,18,1,2,6.65
11.61,1,49,1,1,4.71
6.02,0,43,1,1,5.40
10.18,1,30,0,0,0.18
13.41,1,46,1,5,6.09
13.01,1,56,0,2,8.63
12.28,1,50,0,0,4.90
7.09,1,32,1,1,4.02
11.44,1,20,0,3,9.27
5.18,1,46,1,1,3.86
13.06,1,63,0,5,1.27
6.71,0,19,1,2,2.94
13.44,0,35,0,3,1.20
4.38,1,43,1,2,3.97
11.16,1,26,0,3,5.98
5.55,1,20,1,3,8.43
14.84,1,59,1,2,3.01
14.36,0,45,0,4,6.40
4.25,1,43,1,2,9.00
13.96,1,64,1,4,2.97
10.74,0,55,0,3,2.92
8.69,1,25,1,1,5.86
13.73,1,62,0,1,8.00
14.59,0,65,0,0,5.69
6.89,0,48,1,0,7.40
11.67,1,40,0,4,6.18
11.53,1,57,1,4,0.99
5.25,1,62,1,5,4.29
12.02,0,31,0,1,7.88
7.11,0,47,1,4,3.95
10.62,0,38,0,2,8.36
13.02,0,42,0,3,5.77
13.07,1,61,0,0,1.45
11.21,0,59,0,1,9.86
13.39,1,67,0,4,2.44
3.79,0,34,1,5,3.89
11.18,1,39,1,1,8.54
10.48,1,44,1,0,8.92
9.45,1,19,1,1,0.71
4.92,0,50,1,2,5.54
10.84,0,37,1,2,9.79
11.78,1,61,1,0,5.13
11.35,0,50,0,5,6.31
11.41,1,56,0,2,8.26
8.52,0,33,1,3,9.93
10.29,0,29,0,4,3.97
14.24,0,53,0,2,9.18
6.42,1,43,1,3,4.61
10.26,1,54,0,1,5.90
4.36,0,18,1,1,3.68
6.28,1,40,1,4,7.38
14.16,1,59,0,1,7.32
3.46,1,20,1,0,3.39
8.51,0,62,1,2,8.27
13.82,1,44,0,4,3.96
6.31,1,45,1,3,7.10
11.18,0,47,0,2,2.02
6.58,1,34,1,3,5.35
10.16,1,22,0,3,2.07
10.62,0,45,0,2,1.58
15.21,0,67,0,1,1.75
7.66,1,45,1,2,6.45
15.70,1,59,0,1,3.50
10.20,0,18,0,0,3.99
7.97,1,48,1,2,9.94
12.10,0,24,0,2,3.55
5.95,0,61,1,3,2.36
11.28,1,37,1,3,6.63
10.81,0,20,0,4,8.70
9.88,0,61,1,1,3.43
13.02,1,60,0,4,7.51
13.16,0,45,0,3,2.52
8.78,1,27,1,2,8.18
10.53,0,42,0,4,8.26
11.26,0,64,0,3,7.42
10.49,1,51,0,0,0.68
10.72,1,27,0,3,8.43
4.77,0,20,1,3,2.84
14.93,1,54,1,3,0.36
12.71,0,38,1,1,9.23
12.79,0,35,0,5,5.92
7.48,0,20,1,5,2.69
12.83,1,33,0,2,0.61
15.43,1,65,0,1,5.84
12.04,1,38,0,2,1.97
12.14,1,53,0,3,9.41
8.01,0,61,1,4,8.02
12.76,0,50,0,3,5.24
10.01,0,57,0,2,1.62
10.13,0,58,0,2,0.85
12.50,1,41,0,0,6.47
8.01,0,55,1,2,2.84
6.89,0,49,1,4,6.61
11.32,1,19,1,2,9.03
11.86,0,33,0,0,7.70
11.72,0,27,0,3,1.62
10.20,0,68,0,0,9.25
9.68,1,19,1,3,6.14
9.73,1,51,0,1,7.91
10.34,0,22,0,4,7.20
15.17,1,65,0,1,1.14
12.57,1,47,1,3,5.81
7.98,0,37,1,1,3.91
11.97,0,23,0,1,7.34
9.17,1,63,1,3,7.50
10.59,1,57,0,5,8.00
8.99,0,62,1,0,0.22
15.31,0,60,0,0,3.84
11.44,0,58,1,4,5.55
6.96,0,63,1,4,0.83
11.39,1,55,1,0,1.80
11.68,0,43,0,3,6.23
11.13,0,31,0,5,3.51
10.19,0,28,0,3,0.14
14.63,1,64,0,2,8.97
15.19,0,54,0,0,9.70
7.19,1,43,1,5,7.15
11.61,0,26,0,5,8.11
12.02,1,26,0,2,4.64
11.76,0,32,0,4,2.96
10.96,1,33,0,3,1.21
11.06,1,48,0,2,2.81
2.99,0,54,1,3,1.61
11.91,0,39,0,3,0.30
9.34,1,56,1,1,8.90
11.21,1,45,0,5,7.18
10.14,1,50,0,0,9.70
13.12,1,41,0,4,7.44
13.45,1,48,0,4,9.45
13.78,0,52,0,4,1.65
10.06,1,56,0,0,9.42
9.39,1,55,1,3,1.14
13.94,0,61,0,0,3.74
8.44,1,31,1,3,4.40
9.47,1,24,1,4,9.53
13.20,0,61,0,2,5.43
12.17,0,35,0,4,2.77
9.00,1,54,1,0,1.13
9.98,1,22,0,1,9.46
14.73,0,48,0,3,3.73
10.41,0,55,0,3,7.40
7.39,0,20,1,0,2.66
9.14,0,61,1,3,2.09
3.38,1,24,1,1,7.22
7.72,0,62,1,1,4.88
5.51,1,66,1,2,5.51
11.97,0,67,0,1,3.92
10.69,1,19,0,3,0.68
12.02,0,24,1,3,5.71
14.06,1,49,0,2,2.94
13.06,1,34,0,1,7.73
13.11,1,47,0,3,1.43
6.44,1,54,1,4,7.02
11.46,1,22,0,0,2.32
9.10,1,45,1,2,1.55
15.46,0,56,0,5,3.95
14.97,0,62,0,0,9.07
6.88,1,39,1,4,2.79
11.44,0,49,0,1,8.25
11.02,1,64,1,5,3.96
6.03,0,30,1,0,3.94
9.43,1,55,1,3,4.89
10.98,0,27,0,2,0.08
9.37,0,68,1,5,2.45
10.51,1,42,1,1,8.52
14.91,1,65,1,4,0.60
8.17,1,35,1,2,7.65
11.41,0,22,0,4,4.02
13.17,1,54,1,4,4.45
7.40,0,39,1,2,5.94
13.83,0,49,0,3,9.39
11.06,0,56,0,0,0.61
13.61,1,63,0,4,5.26
11.72,0,28,0,5,3.15
15.08,1,58,0,3,9.71
13.88,0,40,0,3,3.14
10.13,1,23,1,1,4.85
5.03,0,67,1,1,7.36
13.66,0,49,0,2,2.12
11.85,0,22,0,2,1.75
12.10,0,57,1,4,2.94
14.03,0,46,0,2,1.32
8.16,0,21,1,2,7.54
11.09,0,19,1,4,7.99
